trip_id,route_id,service_id,trip_headsign,direction_id,shape_id
787797,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787798,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787799,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787800,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787787,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787801,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787788,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787789,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787790,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787802,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787803,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787804,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787805,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787806,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787807,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787808,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787809,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787810,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787811,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787812,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787813,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787814,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787815,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787816,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787817,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787818,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787819,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787820,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787821,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787822,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787823,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787824,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787825,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787826,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787827,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787828,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787829,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787791,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787792,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787830,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787831,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787832,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787833,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787834,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787835,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787836,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787837,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787838,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787839,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787840,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787841,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787842,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787843,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787844,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787845,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787846,MB,ver2l_26.pex,Basauri,1,PLE_BSR
787847,MB,ver2l_26.pex,Plentzia,0,BSR_PLE
787848,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787849,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787850,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787851,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787852,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787853,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787854,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787793,MB,ver2l_26.pex,Kabiezes,0,SIN_KAB
787855,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787856,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787857,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787858,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787859,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787860,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787861,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787862,MB,ver2l_26.pex,Etxebarri,1,PLE_ETX
787863,MB,ver2l_26.pex,Plentzia,0,ETX_PLE
787794,MB,ver2l_26.pex,Basauri,1,KAB_BSR
787795,MB,ver2l_26.pex,Kabiezes,0,BSR_KAB
787796,MB,ver2l_26.pex,Basauri,1,KAB_BSR
769779,MB,obralutvia2_ver2l_26.pex,Basauri,1,SIN_BSR
769780,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769781,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769782,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769783,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769784,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769785,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769786,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769787,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769788,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769789,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769790,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769791,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769792,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769793,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769794,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769795,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769796,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769797,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769798,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769799,MB,obralutvia2_ver2l_26.pex,San Ignazio,0,BSR_SIN
769800,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769801,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769802,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769803,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769804,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769805,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769806,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769807,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769808,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769809,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769810,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769811,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769812,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769813,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769814,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769815,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769816,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769817,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769818,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,SOP_ETX
769819,MB,obralutvia2_ver2l_26.pex,Basauri,1,SOP_BSR
769820,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769821,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769822,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769823,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769824,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769825,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769826,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769827,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769828,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769829,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769830,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769831,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769832,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769833,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769834,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769835,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769836,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769837,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769838,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769839,MB,obralutvia2_ver2l_26.pex,Basauri,1,SIN_BSR
769840,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769841,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769842,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769843,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769844,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769845,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769846,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769847,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769848,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769849,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769850,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769851,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769852,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769853,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769854,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769855,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769856,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769857,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769858,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769859,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769860,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769861,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769862,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769863,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769864,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769865,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769866,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769867,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769868,MB,obralutvia2_ver2l_26.pex,Sopela,0,ETX_SOP
769869,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769870,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769871,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769872,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769873,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769874,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769875,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769876,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769877,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769878,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769879,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769880,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769881,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769882,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769883,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769884,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769885,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769886,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769887,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769888,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769889,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769890,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769891,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769892,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769893,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769894,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769895,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769896,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769897,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769898,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769899,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769900,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769901,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,PLE_ETX
769902,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769903,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769904,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769905,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769906,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769907,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769908,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769909,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769910,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769911,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769912,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769913,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769914,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769915,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769916,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769917,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769918,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769919,MB,obralutvia2_ver2l_26.pex,Sopela,0,ETX_SOP
769920,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,SOP_ETX
769921,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769922,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769923,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769924,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769925,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769926,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769927,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769928,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769929,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,SOP_ETX
769930,MB,obralutvia2_ver2l_26.pex,Sopela,0,ETX_SOP
769931,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769932,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769933,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769934,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769935,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769936,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769937,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769938,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769939,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769940,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769941,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769942,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769943,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769944,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769945,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769946,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769947,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769948,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769949,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,SOP_ETX
769950,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769951,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769952,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769953,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769954,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769955,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769956,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769957,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769958,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769959,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,SOP_ETX
769960,MB,obralutvia2_ver2l_26.pex,Plentzia,0,ETX_PLE
769961,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769962,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769963,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769964,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769965,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769966,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769967,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
769968,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
769969,MB,obralutvia2_ver2l_26.pex,Sopela,0,ETX_SOP
769970,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,SOP_ETX
769971,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769972,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769973,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769974,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769975,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769976,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769977,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769978,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769979,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769980,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769981,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769982,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769983,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769984,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769985,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769986,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769987,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769988,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769989,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769990,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769991,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769992,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769993,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769994,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769995,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769996,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769997,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
769998,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
769999,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770000,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770001,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770002,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770003,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770004,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770005,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770006,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770007,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770008,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770009,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770010,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770011,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,ETX_KAB
770012,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770013,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770014,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770015,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770016,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770017,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770018,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770019,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770020,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770021,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770022,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770023,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770024,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770025,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770026,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770027,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770028,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770029,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770030,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770031,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770032,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770033,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770034,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770035,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770036,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770037,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770038,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770039,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770040,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770041,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770042,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770043,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770044,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770045,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770046,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770047,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770048,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770049,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770050,MB,obralutvia2_ver2l_26.pex,Kabiezes,0,BSR_KAB
770051,MB,obralutvia2_ver2l_26.pex,Basauri,1,KAB_BSR
770052,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
770053,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
770054,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
770055,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
770056,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
770057,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
770058,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
770059,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
770060,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
770061,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
770062,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
770063,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
770064,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
770065,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
770066,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
770067,MB,obralutvia2_ver2l_26.pex,Larrabasterra,0,ETX_LAR
770068,MB,obralutvia2_ver2l_26.pex,Etxebarri,1,LAR_ETX
